uf,municipio,desastre,decreto_estadual,data_estadual,processo,data_dou,link,cobrade,slug,geocodigo,municipiocod_TSE,semana,ano
RS,Arvorezinha,Estiagem - 1.4.1.1.0,2800,09/03/2020,59051.008413/2020-31,13/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.028-de-9-de-abril-de-2020-252082324,1.4.1.1.0,arvorezinha-rs,4301404,85278,16,2020
RS,Barão de Cotegipe,Estiagem - 1.4.1.1.0,2090,16/03/2020,59051.008410/2020-06,13/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.028-de-9-de-abril-de-2020-252082324,1.4.1.1.0,barao-de-cotegipe-rs,4301701,85332,16,2020
RS,Butiá,Estiagem - 1.4.1.1.0,1,13/01/2020,59051.008306/2020-11,13/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.028-de-9-de-abril-de-2020-252082324,1.4.1.1.0,butia-rs,4302709,85537,16,2020
RS,Cacequi,Estiagem - 1.4.1.1.0,6104,05/03/2020,59051.008366/2020-26,13/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.028-de-9-de-abril-de-2020-252082324,1.4.1.1.0,cacequi-rs,4302907,85570,16,2020
RS,Caiçara,Estiagem - 1.4.1.1.0,4,09/03/2020,59051.008397/2020-87,13/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.028-de-9-de-abril-de-2020-252082324,1.4.1.1.0,caicara-rs,4303400,85677,16,2020
RS,Caseiros,Estiagem - 1.4.1.1.0,1169,17/03/2020,59051.008324/2020-95,13/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.028-de-9-de-abril-de-2020-252082324,1.4.1.1.0,caseiros-rs,4304952,85880,16,2020
RS,Carlos Gomes,Estiagem - 1.4.1.1.0,1596,16/03/2020,59051.008375/2020-17,13/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.028-de-9-de-abril-de-2020-252082324,1.4.1.1.0,carlos-gomes-rs,4304853,86525,16,2020
RS,Getúlio Vargas,Estiagem - 1.4.1.1.0,3470,20/03/2020,59051.008369/2020-60,13/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.028-de-9-de-abril-de-2020-252082324,1.4.1.1.0,getulio-vargas-rs,4308904,86770,16,2020
RS,Itapuca,Estiagem - 1.4.1.1.0,13,16/03/2020,59051.008367/2020-71,13/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.028-de-9-de-abril-de-2020-252082324,1.4.1.1.0,itapuca-rs,4310579,86843,16,2020
RS,Guaporé,Estiagem - 1.4.1.1.0,6267,17/03/2020,59051.008433/2020-11,13/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.028-de-9-de-abril-de-2020-252082324,1.4.1.1.0,guapore-rs,4309407,86878,16,2020
RS,Dilermando de Aguiar,Estiagem - 1.4.1.1.0,25,26/03/2020,59051.008378/2020-51,13/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.028-de-9-de-abril-de-2020-252082324,1.4.1.1.0,dilermando-de-aguiar-rs,4306379,88188,16,2020
RS,Sananduva,Estiagem - 1.4.1.1.0,6827,18/03/2020,59051.008360/2020-59,13/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.028-de-9-de-abril-de-2020-252082324,1.4.1.1.0,sananduva-rs,4316600,88358,16,2020
RS,Unistalda,Estiagem - 1.4.1.1.0,4,11/03/2020,59051.008365/2020-81,13/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.028-de-9-de-abril-de-2020-252082324,1.4.1.1.0,unistalda-rs,4322376,88480,16,2020
RS,Vila Lângaro,Estiagem - 1.4.1.1.0,2182,12/03/2020,59051.008363/2020-92,13/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.028-de-9-de-abril-de-2020-252082324,1.4.1.1.0,vila-langaro-rs,4323358,88749,16,2020
RS,Fortaleza dos Valos,Estiagem - 1.4.1.1.0,1091,23/03/2020,59051.008382/2020-19,13/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.028-de-9-de-abril-de-2020-252082324,1.4.1.1.0,fortaleza-dos-valos-rs,4308458,98272,16,2020
PA,Aveiro,Inundações - 1.2.1.0.0,23,20/02/2020,59051.008183/2020-19,14/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.077-de-13-de-abril-de-2020-252278843,1.2.1.0.0,aveiro-pa,1501006,4197,16,2020
PA,Itupiranga,Chuvas Intensas - 1.3.2.1.4,15,21/03/2020,59051.008275/2020-91,14/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.077-de-13-de-abril-de-2020-252278843,1.3.2.1.4,itupiranga-pa,1503705,4731,16,2020
PA,Parauapebas,Inundações - 1.2.1.0.0,364,26/03/2020,59051.008336/2020-10,14/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.077-de-13-de-abril-de-2020-252278843,1.2.1.0.0,parauapebas-pa,1505536,5835,16,2020
MA,Grajaú,Inundações - 1.2.1.0.0,9,11/03/2020,59051.008247/2020-73,14/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.077-de-13-de-abril-de-2020-252278843,1.2.1.0.0,grajau-ma,2104800,7935,16,2020
BA,Boa Nova,Estiagem - 1.4.1.1.0,17,19/02/2020,59051.008435/2020-00,14/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.077-de-13-de-abril-de-2020-252278843,1.4.1.1.0,boa-nova-ba,2903706,33731,16,2020
MG,Acaiaca,Chuvas Intensas - 1.3.2.1.4,604,13/02/2020,59051.008055/2020-67,14/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.077-de-13-de-abril-de-2020-252278843,1.3.2.1.4,acaiaca-mg,3100401,40070,16,2020
RS,Eugênio de Castro,Estiagem - 1.4.1.1.0,1821,19/03/2020,59051.008437/2020-91,14/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.077-de-13-de-abril-de-2020-252278843,1.4.1.1.0,eugenio-de-castro-rs,4307831,85448,16,2020
RS,Saldanha Marinho,Estiagem - 1.4.1.1.0,36,31/03/2020,59051.008431/2020-13,14/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.077-de-13-de-abril-de-2020-252278843,1.4.1.1.0,saldanha-marinho-rs,4316436,85561,16,2020
RS,Itacurubi,Estiagem - 1.4.1.1.0,9,17/03/2020,59051.008438/2020-35,14/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.077-de-13-de-abril-de-2020-252278843,1.4.1.1.0,itacurubi-rs,4310553,85901,16,2020
RS,Machadinho,Estiagem - 1.4.1.1.0,549,20/03/2020,59051.008420/2020-33,14/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.077-de-13-de-abril-de-2020-252278843,1.4.1.1.0,machadinho-rs,4311700,87351,16,2020
RS,Paraí,Estiagem - 1.4.1.1.0,2,13/01/2020,59051.008188/2020-33,14/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.077-de-13-de-abril-de-2020-252278843,1.4.1.1.0,parai-rs,4314001,87831,16,2020
RS,Itaara,Estiagem - 1.4.1.1.0,2306,10/03/2020,59051.008260/2020-22,14/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.077-de-13-de-abril-de-2020-252278843,1.4.1.1.0,itaara-rs,4310538,88382,16,2020
RS,Benjamin Constant do Sul,Estiagem - 1.4.1.1.0,2070,27/03/2020,59051.008448/2020-71,14/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.077-de-13-de-abril-de-2020-252278843,1.4.1.1.0,benjamin-constant-do-sul-rs,4302055,88420,16,2020
RS,São José do Ouro,Estiagem - 1.4.1.1.0,18,17/03/2020,59051.008441/2020-59,14/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.077-de-13-de-abril-de-2020-252278843,1.4.1.1.0,sao-jose-do-ouro-rs,4318606,88757,16,2020
RS,Boa Vista do Cadeado,Estiagem - 1.4.1.1.0,917,13/03/2020,59051.008398/2020-21,14/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.077-de-13-de-abril-de-2020-252278843,1.4.1.1.0,boa-vista-do-cadeado-rs,4302220,89044,16,2020
PE,Serra Talhada,Inundações - 1.2.1.0.0,3141,27/03/2020,59051.008370/2020-94,16/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.101-de-15-de-abril-de-2020-252724653,1.2.1.0.0,serra-talhada-pe,2613909,25771,16,2020
CE,Quiterianópolis,1.3.2.1.4,33529,27/03/20,59051.008400/2020-62,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.104-de-16-de-abril-de-2019-252933395,1.3.2.1.4,quiterianopolis-ce,2311264,13102,16,2020
CE,Crateús,1.3.2.1.4,33529,27/03/20,59051.008400/2020-62,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.104-de-16-de-abril-de-2019-252933395,1.3.2.1.4,crateus-ce,2304103,13838,16,2020
CE,Novo Oriente,1.3.2.1.4,33529,27/03/20,59051.008400/2020-62,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.104-de-16-de-abril-de-2019-252933395,1.3.2.1.4,novo-oriente-ce,2309409,14893,16,2020
MA,Carutapera,Alagamentos - 1.2.3.0.0,4,16/03/2020,59051.008390/2020-65,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.112-de-16-de-abril-de-2020-252933816,1.2.3.0.0,carutapera-ma,2102903,7552,16,2020
MA,Açailândia,Chuvas Intensas - 1.3.2.1.4,88,09/04/2020,59051.008265/2020-55,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.112-de-16-de-abril-de-2020-252933816,1.3.2.1.4,acailandia-ma,2100055,9610,16,2020
BA,Caetanos,Seca - 1.4.1.2.0,19,19/03/2020,59051.008309/2020-47,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.112-de-16-de-abril-de-2020-252933816,1.4.1.2.0,caetanos-ba,2905156,34029,16,2020
BA,Muquém de São Francisco,Estiagem - 1.4.1.1.0,20,07/04/2020,59051.008475/2020-43,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.112-de-16-de-abril-de-2020-252933816,1.4.1.1.0,muquem-de-sao-francisco-ba,2922250,37460,16,2020
BA,Planaltino,Estiagem - 1.4.1.1.0,259,03/04/2020,59051.008457/2020-61,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.112-de-16-de-abril-de-2020-252933816,1.4.1.1.0,planaltino-ba,2924900,37990,16,2020
BA,Tremedal,Estiagem - 1.4.1.1.0,19,26/03/2020,59051.008389/2020-31,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.112-de-16-de-abril-de-2020-252933816,1.4.1.1.0,tremedal-ba,2931806,39357,16,2020
MG,Bonito de Minas,Seca - 1.4.1.2.0,769,18/02/2020,59051.008468/2020-41,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.112-de-16-de-abril-de-2020-252933816,1.4.1.2.0,bonito-de-minas-mg,3108255,41742,16,2020
MG,Cajuri,Chuvas Intensas - 1.3.2.1.4,1398,13/02/2020,59051.008046/2020-76,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.112-de-16-de-abril-de-2020-252933816,1.3.2.1.4,cajuri-mg,3110202,42030,16,2020
MG,Pedra Azul,Seca - 1.4.1.2.0,11,18/02/2020,59051.008476/2020-98,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.112-de-16-de-abril-de-2020-252933816,1.4.1.2.0,pedra-azul-mg,3148707,49735,16,2020
MG,Rio Novo,Chuvas Intensas - 1.3.2.1.4,1,27/01/2020,59051.007928/2020-14,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.112-de-16-de-abril-de-2020-252933816,1.3.2.1.4,rio-novo-mg,3155405,51071,16,2020
SC,Itá,Estiagem - 1.4.1.1.0,21,20/03/2020,59051.008477/2020-32,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.112-de-16-de-abril-de-2020-252933816,1.4.1.1.0,ita-sc,4208005,81574,16,2020
RS,Três Arroios,Estiagem - 1.4.1.1.0,2846,16/03/2020,59051.008489/2020-67,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.112-de-16-de-abril-de-2020-252933816,1.4.1.1.0,tres-arroios-rs,4321634,84743,16,2020
RS,Ipiranga do Sul,Estiagem - 1.4.1.1.0,1391,19/03/2020,59051.008472/2020-18,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.112-de-16-de-abril-de-2020-252933816,1.4.1.1.0,ipiranga-do-sul-rs,4310462,85243,16,2020
RS,Protásio Alves,Estiagem - 1.4.1.1.0,667,11/03/2020,59051.008454/2020-28,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.112-de-16-de-abril-de-2020-252933816,1.4.1.1.0,protasio-alves-rs,4315172,85405,16,2020
RS,São Miguel das Missões,Estiagem - 1.4.1.1.0,2784,19/03/2020,59051.008494/2020-70,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.112-de-16-de-abril-de-2020-252933816,1.4.1.1.0,sao-miguel-das-missoes-rs,4319158,85480,16,2020
RS,Braga,Estiagem - 1.4.1.1.0,31,03/04/2020,59051.008461/2020-20,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.112-de-16-de-abril-de-2020-252933816,1.4.1.1.0,braga-rs,4302600,85510,16,2020
RS,Caibaté,Estiagem - 1.4.1.1.0,3832,31/03/2020,59051.008456/2020-17,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.112-de-16-de-abril-de-2020-252933816,1.4.1.1.0,caibate-rs,4303301,85650,16,2020
RS,Camargo,Tempestade Local Convectiva/Tornados - 1.3.2.1.1,22,27/02/2020,59051.008444/2020-92,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.112-de-16-de-abril-de-2020-252933816,1.3.2.1.1,camargo-rs,4303558,85960,16,2020
RS,Coronel Barros,Estiagem - 1.4.1.1.0,2744,24/03/2020,59051.008495/2020-14,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.112-de-16-de-abril-de-2020-252933816,1.4.1.1.0,coronel-barros-rs,4305871,86622,16,2020
RS,Mato Castelhano,Estiagem - 1.4.1.1.0,19,05/03/2020,59051.008425/2020-66,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.112-de-16-de-abril-de-2020-252933816,1.4.1.1.0,mato-castelhano-rs,4312138,87025,16,2020
RS,Muliterno,Estiagem - 1.4.1.1.0,757,21/02/2020,59051.008490/2020-91,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.112-de-16-de-abril-de-2020-252933816,1.4.1.1.0,muliterno-rs,4312625,87165,16,2020
RS,Mariano Moro,Estiagem - 1.4.1.1.0,2426,20/03/2020,59051.008486/2020-23,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.112-de-16-de-abril-de-2020-252933816,1.4.1.1.0,mariano-moro-rs,4312005,87416,16,2020
RS,Jóia,Estiagem - 1.4.1.1.0,4910,12/03/2020,59051.008474/2020-07,17/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.112-de-16-de-abril-de-2020-252933816,1.4.1.1.0,joia-rs,4311155,98299,16,2020
PA,Viseu,Chuvas Intensas - 1.3.2.1.4,57,23/03/2020,59051.008327/2020-29,20/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.126-de-17-de-abril-de-2020-253136575,1.3.2.1.4,viseu-pa,1508308,5657,17,2020
MG,Miravânia,Seca - 1.4.1.2.0,384,14/01/2020,59051.008500/2020-99,20/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.126-de-17-de-abril-de-2020-253136575,1.4.1.2.0,miravania-mg,3142254,41068,17,2020
MG,Candeias,Chuvas Intensas - 1.3.2.1.4,2741,14/02/2020,59051.008421/2020-88,20/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.126-de-17-de-abril-de-2020-253136575,1.3.2.1.4,candeias-mg,3112000,42390,17,2020
RS,Ajuricaba,Estiagem - 1.4.1.1.0,5598,31/03/2020,59051.008518/2020-91,20/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.126-de-17-de-abril-de-2020-253136575,1.4.1.1.0,ajuricaba-rs,4300208,85030,17,2020
RS,Severiano de Almeida,Estiagem - 1.4.1.1.0,3406,02/04/2020,59051.008515/2020-57,20/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.126-de-17-de-abril-de-2020-253136575,1.4.1.1.0,severiano-de-almeida-rs,4320602,89133,17,2020
PA,Prainha,Enxurradas - 1.2.2.0.0,7,16/03/2020,59051.008297/2020-51,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.156-de-20-de-abril-de-2020-253537985,1.2.2.0.0,prainha-pa,1506005,5193,17,2020
PA,Rurópolis,Chuvas Intensas - 1.3.2.1.4,234,26/03/2020,59051.008384/2020-16,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.156-de-20-de-abril-de-2020-253537985,1.3.2.1.4,ruropolis-pa,1506195,5894,17,2020
SE,Pinhão,Seca - 1.4.1.2.0,29,26/03/2020,59051.008465/2020-16,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.156-de-20-de-abril-de-2020-253537985,1.4.1.2.0,pinhao-se,2805208,32034,17,2020
BA,Barra do Rocha,Chuvas Intensas – 1.3.2.1.4,911,06/03/2020,59051.008539/2020-14,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.156-de-20-de-abril-de-2020-253537985,1.3.2.1.4,barra-do-rocha-ba,2903102,33618,17,2020
MG,Capitão Enéas,Seca - 1.4.1.2.0,96,10/01/2020,59051.008547/2020-52,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.156-de-20-de-abril-de-2020-253537985,1.4.1.2.0,capitao-eneas-mg,3112703,42536,17,2020
MG,Teixeiras,Chuvas Intensas - 1.3.2.1.4,298,13/02/2020,59051.008053/2020-78,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.156-de-20-de-abril-de-2020-253537985,1.3.2.1.4,teixeiras-mg,3168507,53694,17,2020
RS,Arroio dos Ratos,Estiagem - 1.4.1.1.0,14,28/02/2020,59051.008534/2020-83,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.156-de-20-de-abril-de-2020-253537985,1.4.1.1.0,arroio-dos-ratos-rs,4301107,85219,17,2020
RS,Imigrante,Estiagem - 1.4.1.1.0,1834,17/03/2020,59051.008506/2020-66,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.156-de-20-de-abril-de-2020-253537985,1.4.1.1.0,imigrante-rs,4310363,85782,17,2020
RS,Cerro Grande do Sul,Estiagem - 1.4.1.1.0,24,17/03/2020,59051.008541/2020-85,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.156-de-20-de-abril-de-2020-253537985,1.4.1.1.0,cerro-grande-do-sul-rs,4305173,85944,17,2020
RS,Cruz Alta,Estiagem - 1.4.1.1.0,95,16/03/2020,59051.008422/2020-22,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.156-de-20-de-abril-de-2020-253537985,1.4.1.1.0,cruz-alta-rs,4306106,86193,17,2020
RS,Coqueiros do Sul,Estiagem - 1.4.1.1.0,25,08/04/2020,59051.008504/2020-77,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.156-de-20-de-abril-de-2020-253537985,1.4.1.1.0,coqueiros-do-sul-rs,4305850,86606,17,2020
RS,Ilópolis,Estiagem - 1.4.1.1.0,2271,03/02/2020,59051.008536/2020-72,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.156-de-20-de-abril-de-2020-253537985,1.4.1.1.0,ilopolis-rs,4310306,87076,17,2020
RS,Jaguarão,Estiagem - 1.4.1.1.0,45,23/03/2020,59051.008528/2020-26,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.156-de-20-de-abril-de-2020-253537985,1.4.1.1.0,jaguarao-rs,4311007,87211,17,2020
RS,Liberato Salzano,Estiagem - 1.4.1.1.0,15,08/04/2020,59051.008549/2020-41,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.156-de-20-de-abril-de-2020-253537985,1.4.1.1.0,liberato-salzano-rs,4311601,87335,17,2020
RS,Pontão,Estiagem - 1.4.1.1.0,1503,01/04/2020,59051.008524/2020-48,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.156-de-20-de-abril-de-2020-253537985,1.4.1.1.0,pontao-rs,4314779,87424,17,2020
RS,Santo Expedito do Sul,Estiagem - 1.4.1.1.0,2099,03/04/2020,59051.008532/2020-94,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.156-de-20-de-abril-de-2020-253537985,1.4.1.1.0,santo-expedito-do-sul-rs,4317954,87688,17,2020
RS,Tiradentes do Sul,Estiagem - 1.4.1.1.0,19,01/04/2020,59051.008505/2020-11,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.156-de-20-de-abril-de-2020-253537985,1.4.1.1.0,tiradentes-do-sul-rs,4321477,87963,17,2020
RS,Vitória das Missões,Estiagem - 1.4.1.1.0,2209,01/04/2020,59051.008531/2020-40,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.156-de-20-de-abril-de-2020-253537985,1.4.1.1.0,vitoria-das-missoes-rs,4323754,88129,17,2020
RS,Selbach,Estiagem - 1.4.1.1.0,26,13/04/2020,59051.008538/2020-61,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.156-de-20-de-abril-de-2020-253537985,1.4.1.1.0,selbach-rs,4320305,89079,17,2020
RS,Mato Queimado,Estiagem - 1.4.1.1.0,2058,03/04/2020,59051.008508/2020-55,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.156-de-20-de-abril-de-2020-253537985,1.4.1.1.0,mato-queimado-rs,4312179,89303,17,2020
RS,Paulo Bento,Estiagem - 1.4.1.1.0,2637,12/03/2020,59051.008288/2020-60,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.156-de-20-de-abril-de-2020-253537985,1.4.1.1.0,paulo-bento-rs,4314134,89346,17,2020
RS,São Pedro das Missões,Estiagem - 1.4.1.1.0,8,07/04/2020,59051.008520/2020-60,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.156-de-20-de-abril-de-2020-253537985,1.4.1.1.0,sao-pedro-das-missoes-rs,4319364,89486,17,2020
SC,Riqueza,Estiagem - 1.4.1.1.0,3824,13/03/2020,59051.008530/2020-03,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.173-de-22-de-abril-de-2020-253540678,1.4.1.1.0,riqueza-sc,4215075,80560,17,2020
RS,Jaboticaba,Estiagem - 1.4.1.1.0,46,07/04/2020,59051.008553/2020-18,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.173-de-22-de-abril-de-2020-253540678,1.4.1.1.0,jaboticaba-rs,4310850,84786,17,2020
RS,Seberi,Estiagem - 1.4.1.1.0,30,06/04/2020,59051.008529/2020-71,23/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.173-de-22-de-abril-de-2020-253540678,1.4.1.1.0,seberi-rs,4320206,89052,17,2020
PA,Tucuruí,Inundações - 1.2.1.0.0,13,20/03/2020,59051.008478/2020-87,28/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.214-de-27-de-abril-de-2020-254215037,1.2.1.0.0,tucurui-pa,1508100,5614,18,2020
BA,Santa Inês,Chuvas Intensas - 1.3.2.1.4,25,12/03/2020,59051.008606/2020-92,28/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.214-de-27-de-abril-de-2020-254215037,1.3.2.1.4,santa-ines-ba,2927903,38598,18,2020
MG,Itacambira,Estiagem - 1.4.1.1.0,2,21/02/2020,59051.008555/2020-07,28/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.214-de-27-de-abril-de-2020-254215037,1.4.1.1.0,itacambira-mg,3132008,46396,18,2020
MG,Itaobim,Estiagem - 1.4.1.1.0,66,10/02/2020,59051.008560/2020-10,28/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.214-de-27-de-abril-de-2020-254215037,1.4.1.1.0,itaobim-mg,3133303,46655,18,2020
MG,Poço Fundo,Chuvas Intensas - 1.3.2.1.4,21,20/02/2020,59051.008603/2020-59,28/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.214-de-27-de-abril-de-2020-254215037,1.3.2.1.4,poco-fundo-mg,3151701,50334,18,2020
RS,Trindade do Sul,Estiagem - 1.4.1.1.0,16,30/03/2020,59051.008591/2020-62,28/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.214-de-27-de-abril-de-2020-254215037,1.4.1.1.0,trindade-do-sul-rs,4321956,85006,18,2020
RS,Alpestre,Estiagem - 1.4.1.1.0,1880,08/04/2020,59051.008617/2020-72,28/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.214-de-27-de-abril-de-2020-254215037,1.4.1.1.0,alpestre-rs,4300505,85090,18,2020
RS,Aratiba,Estiagem - 1.4.1.1.0,2472,01/04/2020,59051.008596/2020-95,28/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.214-de-27-de-abril-de-2020-254215037,1.4.1.1.0,aratiba-rs,4300901,85170,18,2020
RS,Pinhal,Estiagem - 1.4.1.1.0,2901,07/04/2020,59051.008556/2020-43,28/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.214-de-27-de-abril-de-2020-254215037,1.4.1.1.0,pinhal-rs,4314456,85340,18,2020
RS,Bom Jesus,Estiagem - 1.4.1.1.0,7206,18/03/2020,59051.008559/2020-87,28/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.214-de-27-de-abril-de-2020-254215037,1.4.1.1.0,bom-jesus-rs,4302303,85456,18,2020
RS,Chiapetta,Estiagem - 1.4.1.1.0,17,30/03/2020,59051.008513/2020-68,28/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.214-de-27-de-abril-de-2020-254215037,1.4.1.1.0,chiapetta-rs,4305405,86053,18,2020
RS,Ciríaco,Estiagem - 1.4.1.1.0,1486,08/04/2020,59051.008597/2020-30,28/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.214-de-27-de-abril-de-2020-254215037,1.4.1.1.0,ciriaco-rs,4305504,86070,18,2020
RS,André da Rocha,Estiagem - 1.4.1.1.0,1264,17/04/2020,59051.008611/2020-03,28/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.214-de-27-de-abril-de-2020-254215037,1.4.1.1.0,andre-da-rocha-rs,4300661,86100,18,2020
RS,Três Palmeiras,Estiagem - 1.4.1.1.0,27,03/04/2020,59051.008598/2020-84,28/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.214-de-27-de-abril-de-2020-254215037,1.4.1.1.0,tres-palmeiras-rs,4321857,86142,18,2020
RS,Barra do Guarita,Estiagem - 1.4.1.1.0,20,13/04/2020,59051.008593/2020-51,28/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.214-de-27-de-abril-de-2020-254215037,1.4.1.1.0,barra-do-guarita-rs,4301859,86363,18,2020
RS,Colinas,Estiagem - 1.4.1.1.0,1346,30/03/2020,59051.008592/2020-15,28/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.214-de-27-de-abril-de-2020-254215037,1.4.1.1.0,colinas-rs,4305587,86584,18,2020
RS,Gaurama,Estiagem - 1.4.1.1.0,4028,18/03/2020,59051.008622/2020-85,28/04/2020,https://www.in.gov.br/web/dou/-/portaria-n-1.214-de-27-de-abril-de-2020-254215037,1.4.1.1.0,gaurama-rs,4308706,86711,18,2020
